"","gene","pval.methgroup"
"337","Pocillopora_acuta_HIv2___RNAseq.g28502.t1",0.594335835416882
"338","Pocillopora_acuta_HIv2___TS.g11286.t1",0.0220732730081881
"339","Pocillopora_acuta_HIv2___TS.g11291.t1",0.347070684121134
"340","Pocillopora_acuta_HIv2___TS.g11293.t3",0.815663445935103
"341","Pocillopora_acuta_HIv2___TS.g11298.t2",0.189116944379841
"342","Pocillopora_acuta_HIv2___RNAseq.g28530.t1",0.189665198827937
"343","Pocillopora_acuta_HIv2___RNAseq.g28564.t1",0.100405309579566
"344","Pocillopora_acuta_HIv2___TS.g11349.t1",0.00861756216171146
"345","Pocillopora_acuta_HIv2___RNAseq.g28568.t1",0.526584643019964
"346","Pocillopora_acuta_HIv2___RNAseq.g28569.t1",0.916321053980213
"347","Pocillopora_acuta_HIv2___RNAseq.1177_t",4.28485533003435e-09
"348","Pocillopora_acuta_HIv2___RNAseq.g28575.t1b",0.000912803441460883
"349","Pocillopora_acuta_HIv2___RNAseq.g28575.t1a",0.523562706865426
