"","gene","adj.pval.methgroup"
"953","Pocillopora_acuta_HIv2___TS.g25347.t1",4.657e-05
"954","Pocillopora_acuta_HIv2___RNAseq.g25795.t1",0
"955","Pocillopora_acuta_HIv2___RNAseq.g25801.t1",0.00040352
"956","Pocillopora_acuta_HIv2___RNAseq.g25802.t1",0.01559321
"957","Pocillopora_acuta_HIv2___RNAseq.g25812.t1",3.8e-06
"958","Pocillopora_acuta_HIv2___RNAseq.g25816.t1",0.02631469
"959","Pocillopora_acuta_HIv2___RNAseq.g25819.t1",0
"960","Pocillopora_acuta_HIv2___TS.g25376.t1a",0.00025249
"961","Pocillopora_acuta_HIv2___RNAseq.g25827.t1",0.01298618
"962","Pocillopora_acuta_HIv2___RNAseq.g25836.t1",0.00031633
"963","Pocillopora_acuta_HIv2___RNAseq.g25854.t1",7.208e-05
"964","Pocillopora_acuta_HIv2___RNAseq.g25859.t1",0.0327757
"965","Pocillopora_acuta_HIv2___TS.g25420.t1",1e-08
"966","Pocillopora_acuta_HIv2___RNAseq.g25875.t1",0
"967","Pocillopora_acuta_HIv2___RNAseq.g25876.t3",0
"968","Pocillopora_acuta_HIv2___RNAseq.g25884.t1",0.03321832
"969","Pocillopora_acuta_HIv2___RNAseq.g25887.t1",0
"970","Pocillopora_acuta_HIv2___RNAseq.g25888.t1",0
"971","Pocillopora_acuta_HIv2___RNAseq.g25893.t1",0.00091376
"972","Pocillopora_acuta_HIv2___RNAseq.g25898.t1a",6.412e-05
"973","Pocillopora_acuta_HIv2___RNAseq.g25924.t1",0
"974","Pocillopora_acuta_HIv2___TS.g25478.t1b",6.93e-06
"975","Pocillopora_acuta_HIv2___RNAseq.g25933.t1",0
"976","Pocillopora_acuta_HIv2___RNAseq.g25935.t1",0
"977","Pocillopora_acuta_HIv2___RNAseq.g25951.t2",0
"978","Pocillopora_acuta_HIv2___RNAseq.g25954.t1",0.01298618
"979","Pocillopora_acuta_HIv2___RNAseq.g25968.t1",0.0005172
"980","Pocillopora_acuta_HIv2___RNAseq.g25979.t1a",0.04856494
"981","Pocillopora_acuta_HIv2___RNAseq.g25991.t1",0.02535463
"982","Pocillopora_acuta_HIv2___RNAseq.g25996.t1",0
"983","Pocillopora_acuta_HIv2___RNAseq.g25997.t1",0.00864428
"984","Pocillopora_acuta_HIv2___RNAseq.g26004.t1",0.00059139
"985","Pocillopora_acuta_HIv2___RNAseq.g26019.t1",0.04765064
"986","Pocillopora_acuta_HIv2___TS.g25571.t1b",0.02263628
"987","Pocillopora_acuta_HIv2___RNAseq.g26024.t1",0.00228468
"988","Pocillopora_acuta_HIv2___RNAseq.g26037.t1",0.02284887
"989","Pocillopora_acuta_HIv2___RNAseq.g26038.t1",0.02858966
"990","Pocillopora_acuta_HIv2___RNAseq.g26056.t1",0.04705021
"991","Pocillopora_acuta_HIv2___TS.g25645.t2",0
"992","Pocillopora_acuta_HIv2___RNAseq.g26102.t2",0
"993","Pocillopora_acuta_HIv2___RNAseq.g26104.t1",2.01e-06
"994","Pocillopora_acuta_HIv2___RNAseq.7774_t",0.00196727
"995","Pocillopora_acuta_HIv2___RNAseq.g26117.t1b",6.57e-06
"996","Pocillopora_acuta_HIv2___RNAseq.g26120.t1",3e-08
"997","Pocillopora_acuta_HIv2___RNAseq.g26123.t1",0
"998","Pocillopora_acuta_HIv2___TS.g25674.t1",0.00179245
"999","Pocillopora_acuta_HIv2___RNAseq.g26136.t1",0.02098694
"1000","Pocillopora_acuta_HIv2___RNAseq.g26137.t1",0
"1001","Pocillopora_acuta_HIv2___TS.g9137.t1a",0
"1002","Pocillopora_acuta_HIv2___RNAseq.g2476.t1",0
"1003","Pocillopora_acuta_HIv2___RNAseq.g2477.t1",0
"1004","Pocillopora_acuta_HIv2___RNAseq.g2495.t1",1e-08
"1005","Pocillopora_acuta_HIv2___RNAseq.g2509.t1",0.00243659
"1006","Pocillopora_acuta_HIv2___RNAseq.g2512.t1",0.01942189
"1007","Pocillopora_acuta_HIv2___RNAseq.g2521.t1",0.04738933
"1008","Pocillopora_acuta_HIv2___RNAseq.g2524.t1",0.00504916
"1009","Pocillopora_acuta_HIv2___RNAseq.7856_tb",5.9e-07
"1010","Pocillopora_acuta_HIv2___RNAseq.g2544.t1",0.00809543
"1011","Pocillopora_acuta_HIv2___RNAseq.g2545.t1",0.04146527
"1012","Pocillopora_acuta_HIv2___RNAseq.g2555.t1",0
"1013","Pocillopora_acuta_HIv2___TS.g9225.t1",0
"1014","Pocillopora_acuta_HIv2___TS.g9241.t2",0.04355249
"1015","Pocillopora_acuta_HIv2___RNAseq.g2575.t1a",0.0005375
"1016","Pocillopora_acuta_HIv2___RNAseq.7910_t",0.00562526
"1017","Pocillopora_acuta_HIv2___RNAseq.g2625.t1",0.01830294
"1018","Pocillopora_acuta_HIv2___RNAseq.g2626.t1",0
"1019","Pocillopora_acuta_HIv2___TS.g9300.t1",3.8e-07
"1020","Pocillopora_acuta_HIv2___RNAseq.g2635.t1",8.4e-07
"1021","Pocillopora_acuta_HIv2___RNAseq.g2640.t1",0.00221354
"1022","Pocillopora_acuta_HIv2___RNAseq.g2659.t1",0
"1023","Pocillopora_acuta_HIv2___RNAseq.g2676.t1",0.03126975
"1024","Pocillopora_acuta_HIv2___TS.g9355.t1",0
"1025","Pocillopora_acuta_HIv2___RNAseq.g2681.t1",0.00020544
"1026","Pocillopora_acuta_HIv2___TS.g9360.t1",0.00653754
"1027","Pocillopora_acuta_HIv2___TS.g9361.t1",0
"1028","Pocillopora_acuta_HIv2___RNAseq.g2686.t1",0.02272696
"1029","Pocillopora_acuta_HIv2___TS.g9370.t1",0.04575514
"1030","Pocillopora_acuta_HIv2___RNAseq.g2695.t1",0
"1031","Pocillopora_acuta_HIv2___RNAseq.g2696.t1",0
"1032","Pocillopora_acuta_HIv2___RNAseq.g2707.t1",0
"1033","Pocillopora_acuta_HIv2___RNAseq.8042_t",0.0448595
"1034","Pocillopora_acuta_HIv2___TS.g9395.t1",0.00480646
"1035","Pocillopora_acuta_HIv2___RNAseq.g2719.t1",9.17e-05
"1036","Pocillopora_acuta_HIv2___RNAseq.g2723.t1",0
"1037","Pocillopora_acuta_HIv2___RNAseq.g2729.t1",0.01876372
"1038","Pocillopora_acuta_HIv2___RNAseq.g2735.t1",0.02264041
"1039","Pocillopora_acuta_HIv2___TS.g9447.t1",0.0444924
"1040","Pocillopora_acuta_HIv2___RNAseq.g2776.t1",2.61e-05
"1041","Pocillopora_acuta_HIv2___TS.g9460.t1b",0.0034746
"1042","Pocillopora_acuta_HIv2___RNAseq.g2785.t1",0
"1043","Pocillopora_acuta_HIv2___RNAseq.g2786.t1",0
"1044","Pocillopora_acuta_HIv2___RNAseq.g2787.t1",6.06e-06
"1045","Pocillopora_acuta_HIv2___RNAseq.g2791.t1",0.02621064
"1046","Pocillopora_acuta_HIv2___RNAseq.g2793.t1b",0.00050853
"1047","Pocillopora_acuta_HIv2___TS.g9480.t1",0.00480232
"1048","Pocillopora_acuta_HIv2___TS.8513_t",1.262e-05
"1049","Pocillopora_acuta_HIv2___RNAseq.g2810.t1",0.02461007
"1050","Pocillopora_acuta_HIv2___RNAseq.g2813.t4",4.56e-06
"1051","Pocillopora_acuta_HIv2___RNAseq.g2816.t1",0
"1052","Pocillopora_acuta_HIv2___RNAseq.g2824.t1",0
"1053","Pocillopora_acuta_HIv2___RNAseq.g2825.t1",0.0335839
"1054","Pocillopora_acuta_HIv2___TS.g9508.t1",0.0360233
"1055","Pocillopora_acuta_HIv2___TS.g9509.t1",0.04942639
"1056","Pocillopora_acuta_HIv2___RNAseq.g2834.t1",0.00056764
"1057","Pocillopora_acuta_HIv2___RNAseq.g2835.t1",0
"1058","Pocillopora_acuta_HIv2___RNAseq.g2837.t1",0.00606623
"1059","Pocillopora_acuta_HIv2___RNAseq.g2838.t1",0.00851826
"1060","Pocillopora_acuta_HIv2___RNAseq.g2847.t1",0.00085966
"1061","Pocillopora_acuta_HIv2___RNAseq.g2904.t1",2.712e-05
"1062","Pocillopora_acuta_HIv2___TS.g9581.t1",0.01021029
"1063","Pocillopora_acuta_HIv2___RNAseq.g2907.t1",0
"1064","Pocillopora_acuta_HIv2___TS.g9589.t1",0
"1065","Pocillopora_acuta_HIv2___RNAseq.g2915.t1",0.01676345
"1066","Pocillopora_acuta_HIv2___RNAseq.g2930.t1",0.04425593
"1067","Pocillopora_acuta_HIv2___RNAseq.g2931.t1",0.00666213
"1068","Pocillopora_acuta_HIv2___RNAseq.g2932.t1",0.04225994
"1069","Pocillopora_acuta_HIv2___RNAseq.g2935.t1",5.451e-05
"1070","Pocillopora_acuta_HIv2___TS.g9621.t1",0.030472
"1071","Pocillopora_acuta_HIv2___RNAseq.g2953.t1",0.02515773
"1072","Pocillopora_acuta_HIv2___RNAseq.g2963.t1",0.00728558
"1073","Pocillopora_acuta_HIv2___RNAseq.g2967.t1",0.00061447
"1074","Pocillopora_acuta_HIv2___RNAseq.g2968.t1",0
"1075","Pocillopora_acuta_HIv2___TS.g9659.t2",0
"1076","Pocillopora_acuta_HIv2___RNAseq.g2988.t1",0
"1077","Pocillopora_acuta_HIv2___RNAseq.g2993.t1",0
"1078","Pocillopora_acuta_HIv2___RNAseq.g3002.t1",0.03382237
"1079","Pocillopora_acuta_HIv2___RNAseq.g16696.t1",0.0052254
"1080","Pocillopora_acuta_HIv2___RNAseq.g16697.t1",0.00503161
"1081","Pocillopora_acuta_HIv2___RNAseq.g16704.t1",0.00326907
"1082","Pocillopora_acuta_HIv2___RNAseq.g16705.t1",0.01476946
"1083","Pocillopora_acuta_HIv2___TS.g17085.t1",0
"1084","Pocillopora_acuta_HIv2___RNAseq.g16707.t1",0.02487612
"1085","Pocillopora_acuta_HIv2___TS.g17089.t1b",0
"1086","Pocillopora_acuta_HIv2___TS.g17089.t1a",0
"1087","Pocillopora_acuta_HIv2___RNAseq.g16717.t1",0
"1088","Pocillopora_acuta_HIv2___RNAseq.g16725.t1",0
"1089","Pocillopora_acuta_HIv2___RNAseq.g16739.t1",0
"1090","Pocillopora_acuta_HIv2___RNAseq.g16748.t1",0.00972795
"1091","Pocillopora_acuta_HIv2___RNAseq.g16749.t1",0
"1092","Pocillopora_acuta_HIv2___RNAseq.g16758.t1",0.02606802
"1093","Pocillopora_acuta_HIv2___RNAseq.g16765.t1",0.01162608
"1094","Pocillopora_acuta_HIv2___TS.g17151.t2",0.00606623
"1095","Pocillopora_acuta_HIv2___RNAseq.g16767.t1",0.04010757
"1096","Pocillopora_acuta_HIv2___RNAseq.g16776.t1",0
"1097","Pocillopora_acuta_HIv2___RNAseq.g16777.t1",4e-08
"1098","Pocillopora_acuta_HIv2___RNAseq.g16778.t1",0.0290413
"1099","Pocillopora_acuta_HIv2___TS.g17168.t1",0
"1100","Pocillopora_acuta_HIv2___RNAseq.g16813.t1",0
"1101","Pocillopora_acuta_HIv2___TS.g17199.t1",0.0247243
"1102","Pocillopora_acuta_HIv2___RNAseq.8540_t",0.00048077
"1103","Pocillopora_acuta_HIv2___TS.g17246.t2",0.00774502
"1104","Pocillopora_acuta_HIv2___RNAseq.g16866.t1c",0
"1105","Pocillopora_acuta_HIv2___RNAseq.g16870.t2",0
"1106","Pocillopora_acuta_HIv2___TS.g17259.t2",0
"1107","Pocillopora_acuta_HIv2___RNAseq.g16890.t1",0.0020818
"1108","Pocillopora_acuta_HIv2___RNAseq.g16891.t1",1.37e-06
"1109","Pocillopora_acuta_HIv2___RNAseq.g16908.t1",0.04115902
"1110","Pocillopora_acuta_HIv2___TS.g17296.t1",0.04115902
"1111","Pocillopora_acuta_HIv2___RNAseq.g16909.t1",0.04994058
"1112","Pocillopora_acuta_HIv2___RNAseq.g16915.t1",0
"1113","Pocillopora_acuta_HIv2___RNAseq.g16917.t1",0.00105076
"1114","Pocillopora_acuta_HIv2___RNAseq.8601_t",0
"1115","Pocillopora_acuta_HIv2___RNAseq.g16923.t1",0
"1116","Pocillopora_acuta_HIv2___RNAseq.g16931.t1",0.04965102
"1117","Pocillopora_acuta_HIv2___RNAseq.g16934.t1",0
"1118","Pocillopora_acuta_HIv2___TS.g17326.t2",0
"1119","Pocillopora_acuta_HIv2___RNAseq.g16961.t1",0.01451465
"1120","Pocillopora_acuta_HIv2___RNAseq.g16962.t1",0.03867091
"1121","Pocillopora_acuta_HIv2___RNAseq.8648_t",1.87e-05
"1122","Pocillopora_acuta_HIv2___TS.g17357.t1",0.001627
"1123","Pocillopora_acuta_HIv2___TS.g17359.t3",3e-08
"1124","Pocillopora_acuta_HIv2___RNAseq.g16979.t1",0.00112502
"1125","Pocillopora_acuta_HIv2___RNAseq.8665_t",0
"1126","Pocillopora_acuta_HIv2___RNAseq.g16986.t1",0.00494849
"1127","Pocillopora_acuta_HIv2___RNAseq.g16989.t1",1e-08
"1128","Pocillopora_acuta_HIv2___TS.g17417.t1",0.00050687
"1129","Pocillopora_acuta_HIv2___RNAseq.g17040.t1",0.0034746
"1130","Pocillopora_acuta_HIv2___RNAseq.g17041.t1",0.00257439
"1131","Pocillopora_acuta_HIv2___RNAseq.g17053.t1",1.96e-06
"1132","Pocillopora_acuta_HIv2___RNAseq.g17054.t1",0.01277906
"1133","Pocillopora_acuta_HIv2___RNAseq.g17057.t2",8.071e-05
"1134","Pocillopora_acuta_HIv2___RNAseq.g17061.t1",6.801e-05
"1135","Pocillopora_acuta_HIv2___RNAseq.g17068.t1",0.00039829
"1136","Pocillopora_acuta_HIv2___RNAseq.g17072.t1",0.02313633
"1137","Pocillopora_acuta_HIv2___TS.g17461.t1",0.00295232
"1138","Pocillopora_acuta_HIv2___RNAseq.g17074.t1",0.00573839
"1139","Pocillopora_acuta_HIv2___RNAseq.g17075.t1",1.1e-07
"1140","Pocillopora_acuta_HIv2___RNAseq.g17076.t1",4.8e-06
"1141","Pocillopora_acuta_HIv2___RNAseq.g17077.t1",3e-08
"1142","Pocillopora_acuta_HIv2___RNAseq.g17092.t1",0
"1143","Pocillopora_acuta_HIv2___RNAseq.g17101.t1",0.00407842
"1144","Pocillopora_acuta_HIv2___RNAseq.g17106.t1",1.31e-06
"1145","Pocillopora_acuta_HIv2___RNAseq.g17110.t1",0.02355604
"1146","Pocillopora_acuta_HIv2___RNAseq.g17112.t1",1.26e-06
"1147","Pocillopora_acuta_HIv2___RNAseq.g17113.t1",0
"1148","Pocillopora_acuta_HIv2___RNAseq.g17115.t1",0
"1149","Pocillopora_acuta_HIv2___RNAseq.g17154.t1",0
"1150","Pocillopora_acuta_HIv2___TS.g17548.t1",0.02309005
"1151","Pocillopora_acuta_HIv2___RNAseq.g17157.t1",0.00181842
"1152","Pocillopora_acuta_HIv2___TS.g17562.t2",0.00070367
"1153","Pocillopora_acuta_HIv2___RNAseq.g17166.t2",0
"1154","Pocillopora_acuta_HIv2___TS.g17564.t1",0.04209244
"1155","Pocillopora_acuta_HIv2___RNAseq.g17169.t1",3.899e-05
"1156","Pocillopora_acuta_HIv2___TS.g17570.t1a",0
"1157","Pocillopora_acuta_HIv2___RNAseq.g17179.t1",0.00044505
"1158","Pocillopora_acuta_HIv2___RNAseq.g17183.t1",0.03454257
"1159","Pocillopora_acuta_HIv2___RNAseq.g17184.t1",0.01699201
"1160","Pocillopora_acuta_HIv2___RNAseq.g17193.t1",0.00030129
"1161","Pocillopora_acuta_HIv2___RNAseq.g17198.t1",0
"1162","Pocillopora_acuta_HIv2___TS.g17604.t3",7.77e-06
"1163","Pocillopora_acuta_HIv2___RNAseq.g17224.t2",0.02745891
"1164","Pocillopora_acuta_HIv2___RNAseq.g17225.t1",0.00353371
"1165","Pocillopora_acuta_HIv2___TS.g17626.t1",0
"1166","Pocillopora_acuta_HIv2___TS.g17630.t1",0.03555912
"1167","Pocillopora_acuta_HIv2___RNAseq.g17243.t1",0.00090816
"1168","Pocillopora_acuta_HIv2___RNAseq.g17248.t1",0.00554476
"1169","Pocillopora_acuta_HIv2___TS.g17647.t1",0
"1170","Pocillopora_acuta_HIv2___RNAseq.g17259.t1",1e-08
"1171","Pocillopora_acuta_HIv2___RNAseq.g21665.t1",0
"1172","Pocillopora_acuta_HIv2___RNAseq.8951_t",0.00640487
"1173","Pocillopora_acuta_HIv2___RNAseq.g21693.t1",0.01136746
"1174","Pocillopora_acuta_HIv2___TS.g6754.t1",1.07e-06
"1175","Pocillopora_acuta_HIv2___RNAseq.g21725.t1",0
"1176","Pocillopora_acuta_HIv2___TS.g6784.t1",0.0086278
"1177","Pocillopora_acuta_HIv2___TS.g6789.t1",1e-08
"1178","Pocillopora_acuta_HIv2___RNAseq.g21744.t1",1.7e-07
"1179","Pocillopora_acuta_HIv2___RNAseq.g21748.t2",0.00262694
"1180","Pocillopora_acuta_HIv2___TS.g6805.t1a",1.9e-07
"1181","Pocillopora_acuta_HIv2___RNAseq.g21756.t1",0.00370343
"1182","Pocillopora_acuta_HIv2___RNAseq.g21757.t1",0.00572764
"1183","Pocillopora_acuta_HIv2___RNAseq.g21805.t1",0.00437336
"1184","Pocillopora_acuta_HIv2___TS.g6868.t1",1e-08
"1185","Pocillopora_acuta_HIv2___RNAseq.g21833.t1",0.02570766
"1186","Pocillopora_acuta_HIv2___RNAseq.g21842.t1",0.00092361
"1187","Pocillopora_acuta_HIv2___RNAseq.g21851.t1",0.04225425
"1188","Pocillopora_acuta_HIv2___RNAseq.g21857.t1",0
"1189","Pocillopora_acuta_HIv2___RNAseq.g21863.t1b",0
"1190","Pocillopora_acuta_HIv2___RNAseq.g21868.t1",0.005626
"1191","Pocillopora_acuta_HIv2___RNAseq.g21875.t1",0.00099734
"1192","Pocillopora_acuta_HIv2___RNAseq.g21923.t1b",0.00206899
"1193","Pocillopora_acuta_HIv2___RNAseq.g21927.t1",0.01882976
"1194","Pocillopora_acuta_HIv2___RNAseq.9199_t",0.00451049
"1195","Pocillopora_acuta_HIv2___TS.g6998.t1",5.827e-05
"1196","Pocillopora_acuta_HIv2___RNAseq.g21940.t1",0
"1197","Pocillopora_acuta_HIv2___RNAseq.g21949.t1",5.3e-07
"1198","Pocillopora_acuta_HIv2___RNAseq.g21950.t1",0
"1199","Pocillopora_acuta_HIv2___RNAseq.g21959.t1",0
"1200","Pocillopora_acuta_HIv2___RNAseq.g21999.t1",0.00152975
"1201","Pocillopora_acuta_HIv2___RNAseq.g22045.t1",0
"1202","Pocillopora_acuta_HIv2___RNAseq.g22067.t1",0.00271648
"1203","Pocillopora_acuta_HIv2___RNAseq.g22087.t1",0
"1204","Pocillopora_acuta_HIv2___TS.g7148.t1",0
"1205","Pocillopora_acuta_HIv2___TS.g7152.t1",0.00391084
"1206","Pocillopora_acuta_HIv2___RNAseq.g22117.t1",1.295e-05
"1207","Pocillopora_acuta_HIv2___RNAseq.g23539.t1",0
"1208","Pocillopora_acuta_HIv2___RNAseq.g23564.t1",0
"1209","Pocillopora_acuta_HIv2___RNAseq.g23588.t1",0.00665875
"1210","Pocillopora_acuta_HIv2___RNAseq.g23594.t1",0
"1211","Pocillopora_acuta_HIv2___RNAseq.g23598.t1",0.00079956
"1212","Pocillopora_acuta_HIv2___RNAseq.g23604.t1",0
"1213","Pocillopora_acuta_HIv2___RNAseq.g23613.t1",0.03531587
"1214","Pocillopora_acuta_HIv2___RNAseq.g23617.t1",0
"1215","Pocillopora_acuta_HIv2___RNAseq.g23630.t1",0.00863223
"1216","Pocillopora_acuta_HIv2___RNAseq.g23638.t1",0.03928822
"1217","Pocillopora_acuta_HIv2___RNAseq.g23665.t1",0
"1218","Pocillopora_acuta_HIv2___RNAseq.g23673.t1",0
"1219","Pocillopora_acuta_HIv2___TS.g1.t1",0
"1220","Pocillopora_acuta_HIv2___RNAseq.g11410.t1",0
"1221","Pocillopora_acuta_HIv2___TS.g6.t1",0.01839997
"1222","Pocillopora_acuta_HIv2___RNAseq.g11417.t1",0.00055685
"1223","Pocillopora_acuta_HIv2___RNAseq.g11418.t1",0.02405577
"1224","Pocillopora_acuta_HIv2___RNAseq.9567_t",3.39e-06
"1225","Pocillopora_acuta_HIv2___RNAseq.g11422.t1",0
"1226","Pocillopora_acuta_HIv2___RNAseq.g11427.t1",0.00517675
"1227","Pocillopora_acuta_HIv2___RNAseq.g11428.t1",0
"1228","Pocillopora_acuta_HIv2___TS.g30.t1",0.01050961
"1229","Pocillopora_acuta_HIv2___RNAseq.g11464.t1",0.02865653
"1230","Pocillopora_acuta_HIv2___RNAseq.g11465.t1",0.00575443
"1231","Pocillopora_acuta_HIv2___RNAseq.g11468.t1",0
"1232","Pocillopora_acuta_HIv2___TS.g69.t1",0.00484267
"1233","Pocillopora_acuta_HIv2___RNAseq.g11478.t1",0.00665413
"1234","Pocillopora_acuta_HIv2___RNAseq.g11482.t1",6.6e-07
"1235","Pocillopora_acuta_HIv2___RNAseq.g11486.t1",0
"1236","Pocillopora_acuta_HIv2___RNAseq.g11503.t1",0.01364438
"1237","Pocillopora_acuta_HIv2___TS.g99.t1",0.00399078
"1238","Pocillopora_acuta_HIv2___TS.g104.t2b",3.74e-06
"1239","Pocillopora_acuta_HIv2___RNAseq.g11564.t1",0.04196303
"1240","Pocillopora_acuta_HIv2___RNAseq.g11570.t1",1.237e-05
"1241","Pocillopora_acuta_HIv2___RNAseq.g11573.t2",4.652e-05
"1242","Pocillopora_acuta_HIv2___TS.g184.t1b",7.166e-05
"1243","Pocillopora_acuta_HIv2___RNAseq.g11594.t1",0.01201042
"1244","Pocillopora_acuta_HIv2___RNAseq.g11596.t1",0.02101905
"1245","Pocillopora_acuta_HIv2___TS.g201.t2",0
"1246","Pocillopora_acuta_HIv2___RNAseq.g11609.t1",4.058e-05
"1247","Pocillopora_acuta_HIv2___RNAseq.g11610.t1",0
"1248","Pocillopora_acuta_HIv2___RNAseq.g11615.t1",0
"1249","Pocillopora_acuta_HIv2___RNAseq.g11618.t1",0
"1250","Pocillopora_acuta_HIv2___RNAseq.g11626.t1",8e-08
"1251","Pocillopora_acuta_HIv2___RNAseq.g11631.t1",0
"1252","Pocillopora_acuta_HIv2___TS.g234.t1",0
"1253","Pocillopora_acuta_HIv2___RNAseq.g11646.t1",0.00703092
"1254","Pocillopora_acuta_HIv2___RNAseq.g11664.t1",0.01164372
"1255","Pocillopora_acuta_HIv2___RNAseq.g11665.t1",0.00028504
"1256","Pocillopora_acuta_HIv2___TS.g262.t1",0.02680541
"1257","Pocillopora_acuta_HIv2___RNAseq.g11677.t1",0
"1258","Pocillopora_acuta_HIv2___RNAseq.g11679.t1",0.0348338
"1259","Pocillopora_acuta_HIv2___RNAseq.g11686.t1",0
"1260","Pocillopora_acuta_HIv2___RNAseq.g11693.t1",0.00420415
"1261","Pocillopora_acuta_HIv2___RNAseq.g11694.t1",1.699e-05
"1262","Pocillopora_acuta_HIv2___RNAseq.g11710.t1",6.88e-06
"1263","Pocillopora_acuta_HIv2___RNAseq.g11713.t1",0
"1264","Pocillopora_acuta_HIv2___TS.g314.t3b",0.00130301
"1265","Pocillopora_acuta_HIv2___TS.g317.t1",0.00022619
"1266","Pocillopora_acuta_HIv2___RNAseq.g11724.t1",0.00155375
"1267","Pocillopora_acuta_HIv2___RNAseq.g11726.t1",0
"1268","Pocillopora_acuta_HIv2___RNAseq.g11731.t1",0
"1269","Pocillopora_acuta_HIv2___TS.g335.t2",8.505e-05
"1270","Pocillopora_acuta_HIv2___RNAseq.g11747.t1",0
"1271","Pocillopora_acuta_HIv2___RNAseq.g11768.t1",0
"1272","Pocillopora_acuta_HIv2___RNAseq.g11773.t1",0.00942014
"1273","Pocillopora_acuta_HIv2___RNAseq.g11774.t1",0.00069684
"1274","Pocillopora_acuta_HIv2___RNAseq.g11780.t1",0
"1275","Pocillopora_acuta_HIv2___RNAseq.g11783.t1",0.01767539
"1276","Pocillopora_acuta_HIv2___RNAseq.g11788.t1",0.03690395
"1277","Pocillopora_acuta_HIv2___RNAseq.g11790.t1",2.7e-07
"1278","Pocillopora_acuta_HIv2___RNAseq.g11793.t1",0.04895979
"1279","Pocillopora_acuta_HIv2___RNAseq.g11803.t1",0.00077497
"1280","Pocillopora_acuta_HIv2___RNAseq.g11805.t1",0.00883843
"1281","Pocillopora_acuta_HIv2___RNAseq.g11806.t1",0.00456515
"1282","Pocillopora_acuta_HIv2___TS.g425.t1",0.00981336
"1283","Pocillopora_acuta_HIv2___RNAseq.g11839.t1",0.03114201
"1284","Pocillopora_acuta_HIv2___RNAseq.g11842.t1",0.00212314
"1285","Pocillopora_acuta_HIv2___RNAseq.g11843.t1",3.41e-06
"1286","Pocillopora_acuta_HIv2___RNAseq.10002_t",0.00437279
"1287","Pocillopora_acuta_HIv2___RNAseq.g11862.t1",0
"1288","Pocillopora_acuta_HIv2___RNAseq.g11880.t1",0.04493099
"1289","Pocillopora_acuta_HIv2___RNAseq.g19920.t1",0
"1290","Pocillopora_acuta_HIv2___TS.g5512.t1b",0
"1291","Pocillopora_acuta_HIv2___TS.g5553.t1",1.36e-06
"1292","Pocillopora_acuta_HIv2___RNAseq.g19972.t1a",0
"1293","Pocillopora_acuta_HIv2___RNAseq.g19997.t1b",1.3e-07
"1294","Pocillopora_acuta_HIv2___TS.g5618.t1",2.814e-05
"1295","Pocillopora_acuta_HIv2___RNAseq.g20019.t1",0.00255849
"1296","Pocillopora_acuta_HIv2___RNAseq.g20023.t1",0.00101895
"1297","Pocillopora_acuta_HIv2___TS.g5643.t1",0
"1298","Pocillopora_acuta_HIv2___RNAseq.g20045.t1b",0
"1299","Pocillopora_acuta_HIv2___RNAseq.g20063.t1",0.01568343
"1300","Pocillopora_acuta_HIv2___TS.g5666.t1",8.61e-06
"1301","Pocillopora_acuta_HIv2___TS.g5698.t1",3.03e-06
"1302","Pocillopora_acuta_HIv2___RNAseq.10263_t",0.0207336
"1303","Pocillopora_acuta_HIv2___TS.g5712.t1",0.04898349
"1304","Pocillopora_acuta_HIv2___TS.g5717.t3",0
"1305","Pocillopora_acuta_HIv2___RNAseq.g20149.t3",0.01622891
"1306","Pocillopora_acuta_HIv2___TS.g5749.t1",0.00031661
"1307","Pocillopora_acuta_HIv2___RNAseq.g20154.t1",1.93e-06
"1308","Pocillopora_acuta_HIv2___TS.g29566.t1",6.3e-07
"1309","Pocillopora_acuta_HIv2___RNAseq.g4317.t1",0.00015435
"1310","Pocillopora_acuta_HIv2___TS.g29571.t2",0.04520996
"1311","Pocillopora_acuta_HIv2___RNAseq.g4326.t1",0.04398404
"1312","Pocillopora_acuta_HIv2___RNAseq.g4333.t1",0.00125491
"1313","Pocillopora_acuta_HIv2___TS.g29595.t1",0.00692779
"1314","Pocillopora_acuta_HIv2___RNAseq.g4364.t1",0.04212144
"1315","Pocillopora_acuta_HIv2___TS.g29624.t2",0
"1316","Pocillopora_acuta_HIv2___RNAseq.g4374.t1",0.00296241
"1317","Pocillopora_acuta_HIv2___RNAseq.g4377.t1",1.2e-06
"1318","Pocillopora_acuta_HIv2___RNAseq.g4384.t1",0.00073889
"1319","Pocillopora_acuta_HIv2___RNAseq.g4390.t1",0
"1320","Pocillopora_acuta_HIv2___RNAseq.g4392.t1",0.00198495
"1321","Pocillopora_acuta_HIv2___RNAseq.g4404.t1",0.01973333
"1322","Pocillopora_acuta_HIv2___RNAseq.g4411.t1",0.00977148
"1323","Pocillopora_acuta_HIv2___RNAseq.g4423.t1",0
"1324","Pocillopora_acuta_HIv2___RNAseq.g4426.t1",0
"1325","Pocillopora_acuta_HIv2___TS.g29697.t1",0.03070126
"1326","Pocillopora_acuta_HIv2___RNAseq.g4446.t1",2.67e-06
"1327","Pocillopora_acuta_HIv2___RNAseq.g4447.t1",6.574e-05
"1328","Pocillopora_acuta_HIv2___TS.g29736.t1",0
"1329","Pocillopora_acuta_HIv2___RNAseq.g4486.t1",0
