"","gene","adj.pval.methgroup"
"1912","Pocillopora_acuta_HIv2___TS.g31608.t1",0
"1913","Pocillopora_acuta_HIv2___RNAseq.g23702.t1",0.00030208
"1914","Pocillopora_acuta_HIv2___RNAseq.g23707.t1",0.04829517
"1915","Pocillopora_acuta_HIv2___RNAseq.g23709.t1",0.00647474
"1916","Pocillopora_acuta_HIv2___TS.g31625.t1a",9e-08
"1917","Pocillopora_acuta_HIv2___RNAseq.g23720.t1",0
"1918","Pocillopora_acuta_HIv2___RNAseq.g23742.t1",1.354e-05
"1919","Pocillopora_acuta_HIv2___RNAseq.g23745.t2",0
"1920","Pocillopora_acuta_HIv2___RNAseq.g23746.t1",0
"1921","Pocillopora_acuta_HIv2___RNAseq.g23753.t1",6e-08
"1922","Pocillopora_acuta_HIv2___RNAseq.g23756.t1",0
"1923","Pocillopora_acuta_HIv2___RNAseq.15024_t",9.679e-05
"1924","Pocillopora_acuta_HIv2___RNAseq.g23772.t1",0
"1925","Pocillopora_acuta_HIv2___RNAseq.g23774.t1",0.02877227
"1926","Pocillopora_acuta_HIv2___RNAseq.g23777.t1",0.01314362
"1927","Pocillopora_acuta_HIv2___RNAseq.g23778.t1",0
"1928","Pocillopora_acuta_HIv2___RNAseq.g23779.t1",0.01809881
"1929","Pocillopora_acuta_HIv2___RNAseq.g23788.t1",5.04e-06
"1930","Pocillopora_acuta_HIv2___RNAseq.15063_t",0.00139141
"1931","Pocillopora_acuta_HIv2___RNAseq.g23806.t1",0.0113296
"1932","Pocillopora_acuta_HIv2___RNAseq.15066_t",0.00881296
"1933","Pocillopora_acuta_HIv2___RNAseq.g23816.t1",0.02511567
"1934","Pocillopora_acuta_HIv2___TS.g29845.t2",0.04557855
"1935","Pocillopora_acuta_HIv2___RNAseq.15099_t",0
"1936","Pocillopora_acuta_HIv2___RNAseq.g23846.t1",0.00019708
"1937","Pocillopora_acuta_HIv2___RNAseq.g23848.t1",0.01251891
"1938","Pocillopora_acuta_HIv2___TS.g29854.t2",0
"1939","Pocillopora_acuta_HIv2___TS.g29858.t1a",0.02387704
"1940","Pocillopora_acuta_HIv2___RNAseq.g23880.t1",4.062e-05
"1941","Pocillopora_acuta_HIv2___RNAseq.g23881.t1",0.02223533
"1942","Pocillopora_acuta_HIv2___RNAseq.g23883.t2",0
"1943","Pocillopora_acuta_HIv2___RNAseq.g23884.t1",0.00999554
"1944","Pocillopora_acuta_HIv2___RNAseq.g23886.t1",0.04705021
"1945","Pocillopora_acuta_HIv2___RNAseq.g23894.t3",0.00080391
"1946","Pocillopora_acuta_HIv2___RNAseq.g23902.t1",0.00046237
"1947","Pocillopora_acuta_HIv2___RNAseq.g23913.t1",3.913e-05
"1948","Pocillopora_acuta_HIv2___TS.g27659.t1",0
"1949","Pocillopora_acuta_HIv2___TS.g27662.t3a",0.02567304
"1950","Pocillopora_acuta_HIv2___TS.g27663.t2",0.01005184
"1951","Pocillopora_acuta_HIv2___RNAseq.g18734.t1",9.15e-06
"1952","Pocillopora_acuta_HIv2___RNAseq.g18738.t1",0.00936543
"1953","Pocillopora_acuta_HIv2___TS.g27680.t2",0
"1954","Pocillopora_acuta_HIv2___RNAseq.g18753.t1",0.02608353
"1955","Pocillopora_acuta_HIv2___RNAseq.g18761.t1",5.4e-07
"1956","Pocillopora_acuta_HIv2___RNAseq.g18764.t1",0.02455862
"1957","Pocillopora_acuta_HIv2___RNAseq.g18768.t1",0.01027293
"1958","Pocillopora_acuta_HIv2___RNAseq.g18770.t1",0
"1959","Pocillopora_acuta_HIv2___TS.g27717.t1",9.679e-05
"1960","Pocillopora_acuta_HIv2___RNAseq.g18786.t1",0
"1961","Pocillopora_acuta_HIv2___RNAseq.g18787.t1",0
"1962","Pocillopora_acuta_HIv2___RNAseq.g18801.t1",0
"1963","Pocillopora_acuta_HIv2___RNAseq.g18804.t1",0
"1964","Pocillopora_acuta_HIv2___TS.g27737.t1",0
"1965","Pocillopora_acuta_HIv2___TS.g27744.t1",0.00804794
"1966","Pocillopora_acuta_HIv2___TS.g27754.t1",0
"1967","Pocillopora_acuta_HIv2___TS.g2565.t1",0
"1968","Pocillopora_acuta_HIv2___RNAseq.g31.t1",0
"1969","Pocillopora_acuta_HIv2___TS.g2574.t2",0
"1970","Pocillopora_acuta_HIv2___TS.g2575.t1",0
"1971","Pocillopora_acuta_HIv2___TS.g2576.t2",0
"1972","Pocillopora_acuta_HIv2___TS.g2580.t1",0.00036453
"1973","Pocillopora_acuta_HIv2___RNAseq.g42.t1",0
"1974","Pocillopora_acuta_HIv2___RNAseq.g43.t1",0
"1975","Pocillopora_acuta_HIv2___RNAseq.g44.t1",0
"1976","Pocillopora_acuta_HIv2___RNAseq.g49.t1",0
"1977","Pocillopora_acuta_HIv2___TS.g2591.t1",0.01150023
"1978","Pocillopora_acuta_HIv2___RNAseq.g54.t1",0.00101281
"1979","Pocillopora_acuta_HIv2___RNAseq.g23929.t1",0.01144518
"1980","Pocillopora_acuta_HIv2___RNAseq.15343_t",0
"1981","Pocillopora_acuta_HIv2___RNAseq.g23932.t2",0.03935728
"1982","Pocillopora_acuta_HIv2___RNAseq.g23934.t1",0.01136022
"1983","Pocillopora_acuta_HIv2___TS.g16055.t1",0
"1984","Pocillopora_acuta_HIv2___TS.g16062.t2",0.00790957
"1985","Pocillopora_acuta_HIv2___TS.g16064.t1b",0
"1986","Pocillopora_acuta_HIv2___RNAseq.g23946.t1",0
"1987","Pocillopora_acuta_HIv2___RNAseq.g23948.t1b",0.01130353
"1988","Pocillopora_acuta_HIv2___RNAseq.g23952.t1",7.5e-07
"1989","Pocillopora_acuta_HIv2___RNAseq.g23959.t1",0
"1990","Pocillopora_acuta_HIv2___RNAseq.g23969.t1",0
"1991","Pocillopora_acuta_HIv2___RNAseq.g23974.t1",0
"1992","Pocillopora_acuta_HIv2___TS.g16104.t1",6.809e-05
"1993","Pocillopora_acuta_HIv2___RNAseq.g23979.t1",0
"1994","Pocillopora_acuta_HIv2___TS.g19143.t1",0
"1995","Pocillopora_acuta_HIv2___RNAseq.g4293.t1",0.01660872
"1996","Pocillopora_acuta_HIv2___TS.g19165.t1",0.03647532
"1997","Pocillopora_acuta_HIv2___RNAseq.g4306.t1",0.01020831
"1998","Pocillopora_acuta_HIv2___RNAseq.g4309.t1",5.407e-05
"1999","Pocillopora_acuta_HIv2___RNAseq.g9797.t1",0
"2000","Pocillopora_acuta_HIv2___RNAseq.g9814.t1",0
"2001","Pocillopora_acuta_HIv2___RNAseq.g9815.t1",0.00236374
"2002","Pocillopora_acuta_HIv2___RNAseq.g9818.t1",0.04940591
"2003","Pocillopora_acuta_HIv2___RNAseq.g23920.t2",0
"2004","Pocillopora_acuta_HIv2___TS.g31335.t1",0.037321
"2005","Pocillopora_acuta_HIv2___RNAseq.g4272.t1",0
"2006","Pocillopora_acuta_HIv2___RNAseq.g22595.t1",0.00238406
"2007","Pocillopora_acuta_HIv2___TS.g24026.t1",0
"2008","Pocillopora_acuta_HIv2___TS.g24030.t1",0
"2009","Pocillopora_acuta_HIv2___RNAseq.g22606.t2",0
"2010","Pocillopora_acuta_HIv2___TS.g24038.t1",0
"2011","Pocillopora_acuta_HIv2___TS.g24048.t2",0.04827874
"2012","Pocillopora_acuta_HIv2___RNAseq.g22624.t1b",8e-08
"2013","Pocillopora_acuta_HIv2___TS.g24061.t1",0
"2014","Pocillopora_acuta_HIv2___RNAseq.g22637.t1",0.00029268
"2015","Pocillopora_acuta_HIv2___RNAseq.g22638.t1",0
"2016","Pocillopora_acuta_HIv2___TS.g24066.t1",0.00143416
"2017","Pocillopora_acuta_HIv2___TS.g24069.t1",0.04039839
"2018","Pocillopora_acuta_HIv2___RNAseq.g22644.t1",0.00172678
"2019","Pocillopora_acuta_HIv2___RNAseq.g22662.t1",8.062e-05
"2020","Pocillopora_acuta_HIv2___TS.g24094.t1",0
"2021","Pocillopora_acuta_HIv2___TS.g24095.t1",0
"2022","Pocillopora_acuta_HIv2___RNAseq.g22669.t1",0.00144763
"2023","Pocillopora_acuta_HIv2___TS.g24097.t1",0.04906393
"2024","Pocillopora_acuta_HIv2___RNAseq.g22671.t1",0
"2025","Pocillopora_acuta_HIv2___RNAseq.g22683.t1",0.00010892
"2026","Pocillopora_acuta_HIv2___RNAseq.g22693.t1",0
"2027","Pocillopora_acuta_HIv2___RNAseq.g22694.t1",0
"2028","Pocillopora_acuta_HIv2___RNAseq.g22702.t1",0
"2029","Pocillopora_acuta_HIv2___RNAseq.g22704.t1",0.04058567
"2030","Pocillopora_acuta_HIv2___TS.g24138.t2",0.00436735
"2031","Pocillopora_acuta_HIv2___RNAseq.g22725.t1",4.5e-07
"2032","Pocillopora_acuta_HIv2___TS.g24163.t2",0
"2033","Pocillopora_acuta_HIv2___RNAseq.g22744.t1",0.00729065
"2034","Pocillopora_acuta_HIv2___RNAseq.g22745.t1",0
"2035","Pocillopora_acuta_HIv2___RNAseq.g22748.t1",9.73e-06
"2036","Pocillopora_acuta_HIv2___TS.g24184.t1c",0.00018004
"2037","Pocillopora_acuta_HIv2___TS.g24185.t1",1.675e-05
"2038","Pocillopora_acuta_HIv2___RNAseq.g22756.t1",0.00448762
"2039","Pocillopora_acuta_HIv2___RNAseq.g22763.t1",0.01437467
"2040","Pocillopora_acuta_HIv2___TS.g24198.t1",0.03184347
"2041","Pocillopora_acuta_HIv2___RNAseq.g22773.t1",0.00225088
"2042","Pocillopora_acuta_HIv2___TS.g24207.t1",0
"2043","Pocillopora_acuta_HIv2___RNAseq.g22785.t1",2.66e-06
"2044","Pocillopora_acuta_HIv2___RNAseq.g22790.t2",0.0006467
"2045","Pocillopora_acuta_HIv2___RNAseq.g22791.t2",0.01682262
"2046","Pocillopora_acuta_HIv2___TS.g24243.t1",0.02684985
"2047","Pocillopora_acuta_HIv2___RNAseq.g22806.t1",7.181e-05
"2048","Pocillopora_acuta_HIv2___TS.g24273.t2",0.01450074
"2049","Pocillopora_acuta_HIv2___RNAseq.g22837.t1",0
"2050","Pocillopora_acuta_HIv2___RNAseq.g22839.t1",0.00072273
"2051","Pocillopora_acuta_HIv2___TS.g24279.t1",0
"2052","Pocillopora_acuta_HIv2___RNAseq.g22846.t1",4.684e-05
"2053","Pocillopora_acuta_HIv2___RNAseq.g22849.t1",0
"2054","Pocillopora_acuta_HIv2___RNAseq.g22851.t1",0.01231583
"2055","Pocillopora_acuta_HIv2___RNAseq.g22860.t1",0.02210879
"2056","Pocillopora_acuta_HIv2___TS.g24306.t1",1.077e-05
"2057","Pocillopora_acuta_HIv2___RNAseq.g22873.t1",4.937e-05
"2058","Pocillopora_acuta_HIv2___TS.g24323.t1",0
"2059","Pocillopora_acuta_HIv2___TS.g24340.t1",0
"2060","Pocillopora_acuta_HIv2___RNAseq.g22903.t1",0
"2061","Pocillopora_acuta_HIv2___RNAseq.g22918.t1",0.00961298
"2062","Pocillopora_acuta_HIv2___RNAseq.g22927.t1b",0.001627
"2063","Pocillopora_acuta_HIv2___RNAseq.g22927.t1a",3.5e-07
"2064","Pocillopora_acuta_HIv2___RNAseq.g22942.t1",0.00326588
"2065","Pocillopora_acuta_HIv2___RNAseq.g22946.t1",0
"2066","Pocillopora_acuta_HIv2___TS.g24395.t1",0.00731572
"2067","Pocillopora_acuta_HIv2___RNAseq.g22954.t1",0
"2068","Pocillopora_acuta_HIv2___TS.g24421.t1",0
"2069","Pocillopora_acuta_HIv2___RNAseq.g22977.t1",0.01051025
"2070","Pocillopora_acuta_HIv2___RNAseq.g22982.t1",7e-08
"2071","Pocillopora_acuta_HIv2___TS.g24429.t1b",0.00312207
"2072","Pocillopora_acuta_HIv2___TS.g24434.t1",0.01476624
"2073","Pocillopora_acuta_HIv2___RNAseq.g22995.t1",0.0275998
"2074","Pocillopora_acuta_HIv2___RNAseq.g23013.t1",0.02607918
"2075","Pocillopora_acuta_HIv2___RNAseq.g23014.t1",0.00030058
"2076","Pocillopora_acuta_HIv2___RNAseq.g23018.t1",0
"2077","Pocillopora_acuta_HIv2___RNAseq.g23019.t1",0
"2078","Pocillopora_acuta_HIv2___RNAseq.g23054.t1",0
"2079","Pocillopora_acuta_HIv2___RNAseq.g23064.t1",0
"2080","Pocillopora_acuta_HIv2___RNAseq.g23067.t1",0
"2081","Pocillopora_acuta_HIv2___TS.g24519.t3",0.00013283
"2082","Pocillopora_acuta_HIv2___RNAseq.g23078.t1",0
"2083","Pocillopora_acuta_HIv2___RNAseq.g23080.t1",0.00053759
"2084","Pocillopora_acuta_HIv2___RNAseq.g23083.t1",6.1e-07
"2085","Pocillopora_acuta_HIv2___RNAseq.g23084.t1",0.01222836
"2086","Pocillopora_acuta_HIv2___RNAseq.g23086.t1",0.00063423
"2087","Pocillopora_acuta_HIv2___RNAseq.g23091.t1",3.24e-06
"2088","Pocillopora_acuta_HIv2___RNAseq.g23102.t1",0
"2089","Pocillopora_acuta_HIv2___RNAseq.16206_t",0.03515647
"2090","Pocillopora_acuta_HIv2___TS.g24586.t1",0
"2091","Pocillopora_acuta_HIv2___RNAseq.g23129.t1",0
"2092","Pocillopora_acuta_HIv2___TS.g24593.t1",0.0385264
"2093","Pocillopora_acuta_HIv2___TS.g24602.t1",0.0253879
"2094","Pocillopora_acuta_HIv2___RNAseq.g23144.t2",0.00073743
"2095","Pocillopora_acuta_HIv2___TS.g24607.t3a",0
"2096","Pocillopora_acuta_HIv2___RNAseq.g23149.t2",0
"2097","Pocillopora_acuta_HIv2___RNAseq.g23157.t1",0
"2098","Pocillopora_acuta_HIv2___RNAseq.g23180.t2",0.04839319
"2099","Pocillopora_acuta_HIv2___RNAseq.g23187.t1",0.02361954
"2100","Pocillopora_acuta_HIv2___RNAseq.g23209.t1",4.36e-05
"2101","Pocillopora_acuta_HIv2___RNAseq.g23211.t1",0.00217775
"2102","Pocillopora_acuta_HIv2___TS.g24672.t2",0
"2103","Pocillopora_acuta_HIv2___RNAseq.g23295.t1",0
"2104","Pocillopora_acuta_HIv2___RNAseq.g23331.t1",0.00118605
"2105","Pocillopora_acuta_HIv2___RNAseq.g23337.t1a",0
"2106","Pocillopora_acuta_HIv2___TS.g24796.t1",0
"2107","Pocillopora_acuta_HIv2___RNAseq.g23349.t1",0
"2108","Pocillopora_acuta_HIv2___RNAseq.g23350.t1",0
"2109","Pocillopora_acuta_HIv2___RNAseq.g23351.t1",0
"2110","Pocillopora_acuta_HIv2___TS.g24807.t1",0
"2111","Pocillopora_acuta_HIv2___TS.g24817.t1",4.2e-07
"2112","Pocillopora_acuta_HIv2___RNAseq.g23362.t1",0.00230406
"2113","Pocillopora_acuta_HIv2___RNAseq.g23372.t1",0.0065084
"2114","Pocillopora_acuta_HIv2___RNAseq.g23376.t1a",0.00494747
"2115","Pocillopora_acuta_HIv2___TS.g24842.t1",0
"2116","Pocillopora_acuta_HIv2___RNAseq.g23385.t1",0
"2117","Pocillopora_acuta_HIv2___RNAseq.g23389.t1",0
"2118","Pocillopora_acuta_HIv2___TS.g24850.t1",3.2e-07
"2119","Pocillopora_acuta_HIv2___TS.g24851.t1b",0.00386666
"2120","Pocillopora_acuta_HIv2___RNAseq.g23399.t1",0
"2121","Pocillopora_acuta_HIv2___RNAseq.g23407.t1",0.00040835
"2122","Pocillopora_acuta_HIv2___TS.g24869.t1",0
"2123","Pocillopora_acuta_HIv2___RNAseq.g23418.t1",0.00917318
"2124","Pocillopora_acuta_HIv2___RNAseq.g23423.t1",0.00059626
"2125","Pocillopora_acuta_HIv2___RNAseq.g23424.t1",0.03980681
"2126","Pocillopora_acuta_HIv2___TS.g24890.t1",0.01675678
"2127","Pocillopora_acuta_HIv2___RNAseq.g23431.t1",0
"2128","Pocillopora_acuta_HIv2___RNAseq.g23468.t1",0
"2129","Pocillopora_acuta_HIv2___TS.g24947.t1",0
"2130","Pocillopora_acuta_HIv2___RNAseq.g23494.t1",0
"2131","Pocillopora_acuta_HIv2___RNAseq.g23505.t1",0
"2132","Pocillopora_acuta_HIv2___RNAseq.g23518.t1",0
"2133","Pocillopora_acuta_HIv2___RNAseq.g23519.t1",0
"2134","Pocillopora_acuta_HIv2___TS.g5804.t1",0.01721323
"2135","Pocillopora_acuta_HIv2___RNAseq.g7274.t1",0
"2136","Pocillopora_acuta_HIv2___RNAseq.g7278.t1",0.02051194
"2137","Pocillopora_acuta_HIv2___RNAseq.16666_t",0
"2138","Pocillopora_acuta_HIv2___RNAseq.g7297.t1",0
"2139","Pocillopora_acuta_HIv2___TS.g5836.t1",0.04362631
"2140","Pocillopora_acuta_HIv2___RNAseq.g7303.t1",0.00191616
"2141","Pocillopora_acuta_HIv2___RNAseq.g7312.t1",0.02357647
"2142","Pocillopora_acuta_HIv2___RNAseq.g7314.t2",0
"2143","Pocillopora_acuta_HIv2___RNAseq.g7317.t1",0.04449314
"2144","Pocillopora_acuta_HIv2___RNAseq.g7321.t1",2.71e-05
"2145","Pocillopora_acuta_HIv2___RNAseq.g7332.t1",0.01237844
"2146","Pocillopora_acuta_HIv2___RNAseq.g7336.t1",0.01298104
"2147","Pocillopora_acuta_HIv2___RNAseq.g7340.t1",0.04291712
"2148","Pocillopora_acuta_HIv2___RNAseq.g7343.t1",0.01014768
"2149","Pocillopora_acuta_HIv2___RNAseq.g7345.t1",0
"2150","Pocillopora_acuta_HIv2___RNAseq.g7352.t1",0
"2151","Pocillopora_acuta_HIv2___RNAseq.g7357.t1",0
"2152","Pocillopora_acuta_HIv2___RNAseq.g7370.t1a",0
"2153","Pocillopora_acuta_HIv2___TS.g5939.t1b",0.01194557
"2154","Pocillopora_acuta_HIv2___RNAseq.g7408.t1",0.00327006
"2155","Pocillopora_acuta_HIv2___TS.g5950.t3",0.01765196
"2156","Pocillopora_acuta_HIv2___RNAseq.g7414.t1",3.422e-05
"2157","Pocillopora_acuta_HIv2___RNAseq.g7438.t1",2.411e-05
"2158","Pocillopora_acuta_HIv2___RNAseq.g7444.t1",1.996e-05
"2159","Pocillopora_acuta_HIv2___RNAseq.g7454.t2",0
"2160","Pocillopora_acuta_HIv2___TS.g6002.t2",1.11e-06
"2161","Pocillopora_acuta_HIv2___RNAseq.g7457.t1",0.02768318
"2162","Pocillopora_acuta_HIv2___TS.g6007.t1",0.03983852
"2163","Pocillopora_acuta_HIv2___RNAseq.g7470.t1",0.0022701
"2164","Pocillopora_acuta_HIv2___RNAseq.g7481.t1",0.00172852
"2165","Pocillopora_acuta_HIv2___RNAseq.g7483.t2c",0.00038113
"2166","Pocillopora_acuta_HIv2___RNAseq.g7484.t1",0.00029198
"2167","Pocillopora_acuta_HIv2___RNAseq.g7488.t1",0.0237634
"2168","Pocillopora_acuta_HIv2___TS.g6040.t2",0.00174366
"2169","Pocillopora_acuta_HIv2___RNAseq.g7498.t1",0.01742896
"2170","Pocillopora_acuta_HIv2___RNAseq.g7501.t2",0.02002029
"2171","Pocillopora_acuta_HIv2___RNAseq.g7509.t2",0.0001067
"2172","Pocillopora_acuta_HIv2___TS.g6057.t1",0.0086238
"2173","Pocillopora_acuta_HIv2___TS.g6060.t1",0.01073928
"2174","Pocillopora_acuta_HIv2___RNAseq.g7515.t1",0.02382219
"2175","Pocillopora_acuta_HIv2___RNAseq.g7525.t1",0.01376226
"2176","Pocillopora_acuta_HIv2___RNAseq.g7530.t1",0.00109724
"2177","Pocillopora_acuta_HIv2___RNAseq.g7539.t1",0
"2178","Pocillopora_acuta_HIv2___RNAseq.16909_t",0
"2179","Pocillopora_acuta_HIv2___TS.g6097.t1a",0
"2180","Pocillopora_acuta_HIv2___RNAseq.g7552.t1",0.00593329
"2181","Pocillopora_acuta_HIv2___RNAseq.g7561.t1",4e-08
"2182","Pocillopora_acuta_HIv2___TS.g6113.t1",0.00998239
"2183","Pocillopora_acuta_HIv2___RNAseq.g7565.t1",0
"2184","Pocillopora_acuta_HIv2___TS.g6119.t1b",0
"2185","Pocillopora_acuta_HIv2___TS.g6120.t1",0
"2186","Pocillopora_acuta_HIv2___RNAseq.g7574.t1",0
"2187","Pocillopora_acuta_HIv2___TS.g6127.t1",9.3e-07
"2188","Pocillopora_acuta_HIv2___RNAseq.g7583.t1",0
"2189","Pocillopora_acuta_HIv2___RNAseq.g7610.t1",0
"2190","Pocillopora_acuta_HIv2___RNAseq.g7614.t1",0
"2191","Pocillopora_acuta_HIv2___TS.g6175.t1",1e-07
"2192","Pocillopora_acuta_HIv2___RNAseq.g7629.t1",1e-08
"2193","Pocillopora_acuta_HIv2___RNAseq.g7630.t1",0
"2194","Pocillopora_acuta_HIv2___RNAseq.g7635.t1",0.00041633
"2195","Pocillopora_acuta_HIv2___RNAseq.g7639.t1",0
"2196","Pocillopora_acuta_HIv2___RNAseq.g7640.t1",0
"2197","Pocillopora_acuta_HIv2___RNAseq.g7644.t1",0.00057107
"2198","Pocillopora_acuta_HIv2___RNAseq.g7668.t1",0.00192071
"2199","Pocillopora_acuta_HIv2___RNAseq.g7671.t1",0.00011223
"2200","Pocillopora_acuta_HIv2___TS.g6238.t1",0.00725704
"2201","Pocillopora_acuta_HIv2___TS.g6241.t1a",0
"2202","Pocillopora_acuta_HIv2___TS.g6241.t1e",9e-08
"2203","Pocillopora_acuta_HIv2___TS.g6252.t1",0.00229704
"2204","Pocillopora_acuta_HIv2___TS.g6253.t2",0
"2205","Pocillopora_acuta_HIv2___RNAseq.g7695.t1",0.01467472
"2206","Pocillopora_acuta_HIv2___TS.g6265.t1",0.04955746
"2207","Pocillopora_acuta_HIv2___RNAseq.g7703.t1",0.00918865
"2208","Pocillopora_acuta_HIv2___RNAseq.g7709.t1",0.01275801
"2209","Pocillopora_acuta_HIv2___RNAseq.g7716.t1",1.15e-06
"2210","Pocillopora_acuta_HIv2___TS.g6316.t1",0.00128127
"2211","Pocillopora_acuta_HIv2___RNAseq.g7761.t1",6.3e-07
"2212","Pocillopora_acuta_HIv2___RNAseq.g7773.t1",0
"2213","Pocillopora_acuta_HIv2___RNAseq.g7789.t1",0.02419272
"2214","Pocillopora_acuta_HIv2___RNAseq.g7796.t1",0
"2215","Pocillopora_acuta_HIv2___RNAseq.g7812.t1",0.03097493
"2216","Pocillopora_acuta_HIv2___RNAseq.17185_t",6.14e-06
"2217","Pocillopora_acuta_HIv2___TS.g6372.t2",0.00055112
"2218","Pocillopora_acuta_HIv2___RNAseq.g7824.t1",0.02608211
"2219","Pocillopora_acuta_HIv2___RNAseq.g7832.t1b",3.12e-06
"2220","Pocillopora_acuta_HIv2___TS.g6400.t1",0
"2221","Pocillopora_acuta_HIv2___RNAseq.g7854.t1",0.0264412
"2222","Pocillopora_acuta_HIv2___RNAseq.g7856.t1",0.00118187
"2223","Pocillopora_acuta_HIv2___TS.g6432.t1",0.04692998
"2224","Pocillopora_acuta_HIv2___TS.g6434.t1",1.9e-07
"2225","Pocillopora_acuta_HIv2___TS.g6442.t1",0.01620958
"2226","Pocillopora_acuta_HIv2___RNAseq.g7888.t1",0.01300226
"2227","Pocillopora_acuta_HIv2___RNAseq.g7894.t1",0.00016792
"2228","Pocillopora_acuta_HIv2___RNAseq.g7898.t1",3.44e-05
"2229","Pocillopora_acuta_HIv2___TS.g6463.t1",0.03749784
"2230","Pocillopora_acuta_HIv2___RNAseq.g7908.t1",0.00136959
"2231","Pocillopora_acuta_HIv2___TS.g6477.t1",6.25e-06
"2232","Pocillopora_acuta_HIv2___RNAseq.g7925.t1",0
"2233","Pocillopora_acuta_HIv2___RNAseq.g7928.t1",0
"2234","Pocillopora_acuta_HIv2___TS.g6502.t1",0.04240678
"2235","Pocillopora_acuta_HIv2___TS.g6503.t2",0.03125097
"2236","Pocillopora_acuta_HIv2___RNAseq.g7959.t1",0
"2237","Pocillopora_acuta_HIv2___RNAseq.g7960.t1",0.01857997
"2238","Pocillopora_acuta_HIv2___RNAseq.g7974.t1",0
"2239","Pocillopora_acuta_HIv2___RNAseq.g7981.t1a",0.02027956
"2240","Pocillopora_acuta_HIv2___RNAseq.g7982.t1",1.37e-06
"2241","Pocillopora_acuta_HIv2___RNAseq.g7986.t1",0.03549591
"2242","Pocillopora_acuta_HIv2___TS.g6544.t2",7.382e-05
"2243","Pocillopora_acuta_HIv2___TS.g6551.t1",7.548e-05
"2244","Pocillopora_acuta_HIv2___RNAseq.g7995.t1",0
"2245","Pocillopora_acuta_HIv2___RNAseq.g8008.t1",0
"2246","Pocillopora_acuta_HIv2___RNAseq.g8012.t1",1.718e-05
"2247","Pocillopora_acuta_HIv2___TS.g6578.t1",0
"2248","Pocillopora_acuta_HIv2___RNAseq.g8022.t1",0.00885577
"2249","Pocillopora_acuta_HIv2___TS.g6583.t1",1.361e-05
"2250","Pocillopora_acuta_HIv2___RNAseq.g8029.t1",0.00036973
"2251","Pocillopora_acuta_HIv2___RNAseq.g8030.t1",0.02136027
"2252","Pocillopora_acuta_HIv2___TS.g6591.t1",4.1e-07
"2253","Pocillopora_acuta_HIv2___RNAseq.g8033.t1",0
"2254","Pocillopora_acuta_HIv2___RNAseq.g8045.t1",0.0249651
"2255","Pocillopora_acuta_HIv2___RNAseq.g8047.t1",0.03512807
"2256","Pocillopora_acuta_HIv2___RNAseq.g8053.t1",0
"2257","Pocillopora_acuta_HIv2___RNAseq.g8063.t1",1.461e-05
"2258","Pocillopora_acuta_HIv2___TS.g6623.t1",0
"2259","Pocillopora_acuta_HIv2___TS.g6625.t2",0.04858765
"2260","Pocillopora_acuta_HIv2___RNAseq.g8072.t1",0.03921061
"2261","Pocillopora_acuta_HIv2___RNAseq.g8075.t1",0.00873138
"2262","Pocillopora_acuta_HIv2___RNAseq.g8078.t1",0
"2263","Pocillopora_acuta_HIv2___RNAseq.g8086.t1",0.0232335
"2264","Pocillopora_acuta_HIv2___RNAseq.g8087.t1",0.00079324
"2265","Pocillopora_acuta_HIv2___TS.g6649.t1",2.163e-05
"2266","Pocillopora_acuta_HIv2___RNAseq.g8093.t1",1e-07
"2267","Pocillopora_acuta_HIv2___TS.g6662.t2",0.03638038
"2268","Pocillopora_acuta_HIv2___RNAseq.g8110.t1",0.02099511
"2269","Pocillopora_acuta_HIv2___RNAseq.g8123.t1",0.04550678
"2270","Pocillopora_acuta_HIv2___RNAseq.g411.t1",0
"2271","Pocillopora_acuta_HIv2___TS.g3960.t2",0
"2272","Pocillopora_acuta_HIv2___RNAseq.g413.t1",0
"2273","Pocillopora_acuta_HIv2___RNAseq.g416.t1",0
"2274","Pocillopora_acuta_HIv2___RNAseq.g417.t1",0
"2275","Pocillopora_acuta_HIv2___TS.g3988.t6",0
"2276","Pocillopora_acuta_HIv2___RNAseq.g445.t1",0.00081873
"2277","Pocillopora_acuta_HIv2___RNAseq.g448.t2",0
"2278","Pocillopora_acuta_HIv2___RNAseq.g457.t1",0.00025147
"2279","Pocillopora_acuta_HIv2___RNAseq.g462.t1",0.03424317
"2280","Pocillopora_acuta_HIv2___RNAseq.17575_t",0.00104187
"2281","Pocillopora_acuta_HIv2___RNAseq.g474.t1",0.03879802
"2282","Pocillopora_acuta_HIv2___TS.g4027.t1",1.07e-06
"2283","Pocillopora_acuta_HIv2___RNAseq.g477.t1",2e-08
"2284","Pocillopora_acuta_HIv2___RNAseq.g488.t1",0
"2285","Pocillopora_acuta_HIv2___RNAseq.g493.t1",0
"2286","Pocillopora_acuta_HIv2___RNAseq.g520.t1",0
"2287","Pocillopora_acuta_HIv2___RNAseq.g530.t1",0
"2288","Pocillopora_acuta_HIv2___RNAseq.g538.t1",0
"2289","Pocillopora_acuta_HIv2___RNAseq.g558.t1",0.00108947
"2290","Pocillopora_acuta_HIv2___RNAseq.g565.t1",1.39e-06
"2291","Pocillopora_acuta_HIv2___RNAseq.g569.t1",0
"2292","Pocillopora_acuta_HIv2___RNAseq.g592.t1",0.04342506
